timestamp,git_commit,alpha,normalization,embedding_model,ndcg@10,recall@10,mrr@10,num_queries
2026-03-13T07:56:15.293636,c820c00,0.3,minmax,all-MiniLM-L6-v2,0.42594283939922734,0.34,0.44,25
2026-03-13T07:56:24.476840,c820c00,0.5,minmax,all-MiniLM-L6-v2,0.40952172446718776,0.32666666666666666,0.42,25
2026-03-13T07:56:32.878432,c820c00,0.7,minmax,all-MiniLM-L6-v2,0.4080718167135837,0.30666666666666664,0.4133333333333333,25
2026-03-13T07:56:41.388292,c820c00,1.0,minmax,all-MiniLM-L6-v2,0.3945415867961009,0.2333333333333333,0.4,25
2026-03-13T07:56:50.360046,c820c00,0.5,zscore,all-MiniLM-L6-v2,0.40747145863325634,0.32666666666666666,0.42,25
